Si,Al,NaOH,NaCl,OSDA,cryst_temp,cryst_time,Si_cost,Al_cost,NaOH_cost,NaCl_cost,OSDA_cost,total_cost,PCA 1,PCA 2,t-SNE 1,t-SNE 2,likelihood
1.0,0.05,0.783558195,0.0,0.2614602165,160.0,5.0,0.036,0.0026,0.0068169562965,0.0,49.677441135,49.7228580912965,4.212602313856496,0.829439814621688,-32.161312103271484,-34.4288444519043,4.924334542607791e-07
1.0,0.05612183106677836,0.5900349894778526,0.0,0.26141629220434653,160.0,2.767357,0.036,0.0029183352154724743,0.0051333044084573174,0.0,49.66909551882584,49.71314715844977,3.2772716291883217,0.6145919010956283,-28.088762283325195,-36.877464294433594,2.0919150012487706e-07
1.0,0.06421323932515095,0.4980409410291295,0.0,0.2604210783256157,160.0,4.0,0.036,0.0033390884449078493,0.0043329561869534265,0.0,49.480004881866975,49.52367692649884,2.826390173810448,0.6317174571599541,-25.96418571472168,-38.87446212768555,1.4213208168150631e-06
1.0,0.05,0.42066121650000005,0.0,0.2599009875,170.0,3.0,0.036,0.0026,0.00365975258355,0.0,49.381187625,49.42344737758355,2.659666774476827,-0.3166746530537102,-18.133325576782227,-38.42869186401367,7.165669885341548e-10
1.0,0.03333333333333333,0.2066666666666667,0.06686134766666665,0.25833333333333336,165.0,4.0,0.036,0.0017333333333333333,0.0017980000000000001,0.00046134329889999993,49.083333333333336,49.12332600996557,1.1539180842802133,-0.7635372368103105,-4.416551113128662,-40.520835876464844,3.2608058065541705e-10
1.0,0.03300386455451614,0.3615513525940806,0.0,0.258250966138629,160.0,4.0,0.036,0.0017162009568348394,0.003145496767568501,0.0,49.06768356633951,49.10854526406391,2.096161822061317,-0.388663973818277,-12.544565200805664,-40.27360916137695,1.5505737857975488e-06
1.0,0.03256705230398868,0.572202711153043,0.0,0.2581417630759972,160.0,3.0,0.036,0.0016934867198074113,0.004978163587031474,0.0,49.04693498443947,49.0896066347463,3.129555354813484,0.005662515227525826,-26.638591766357422,-34.78496551513672,3.0390389962512326e-07
1.0,0.06421444130129024,0.5321072206506451,0.025391560609361652,0.25795873767257516,160.0,3.0,0.036,0.0033391509476670923,0.004629332819660612,0.0001752017682045954,49.01216015778928,49.05630384332481,2.860841125937352,0.7519765970900663,-26.679527282714844,-38.61738967895508,3.277966277102302e-07
1.0,0.03000000120000005,0.34333334060000004,0.0,0.25750000030000003,150.0,3.0,0.036,0.0015600000624000025,0.00298700006322,0.0,48.925000057000005,48.965547057125626,1.764565586092214,-0.03662642140174445,-20.29090118408203,-13.865427017211914,2.5987592892108893e-11
1.0,0.03400000081600002,0.2196766089733618,0.2709292695938088,0.257325386543073,160.0,5.165166,0.036,0.0017680000424320009,0.0019111864980682475,0.0018694119601972807,48.891823443183874,48.93337204168457,0.17089003360020694,-0.0649941183094969,30.005619049072266,-48.9450798034668,1.4115214134432464e-06
1.0,0.07242964220770765,0.5362148211038538,0.0,0.2567653946559382,160.0,4.0,0.036,0.0037663413948007974,0.004665068943603527,0.0,48.78542498462825,48.829856394966654,2.9945158524509035,0.9023723542624562,-27.154281616210938,-38.887821197509766,1.34984957078549e-06
1.0,0.06668443139919142,0.581932038255578,0.0,0.25641452103496637,160.0,4.049741,0.036,0.0034675904327579536,0.005062808732823529,0.0,48.71875899664361,48.76328939580919,3.207640653086201,0.849728479189511,-28.024415969848633,-37.819236755371094,1.260213042029778e-06
1.0,0.03333333333333333,0.3306666666666667,0.0,0.25598883433333336,160.0,3.0,0.036,0.0017333333333333333,0.0028768,0.0,48.63787852333334,48.67848865666667,1.9287641410338958,-0.43816727726561605,-11.025795936584473,-40.758697509765625,3.5992593258882213e-07
1.0,0.023901153433812983,0.3554099335004709,0.0,0.25597528835845323,160.0,4.0,0.036,0.001242859978558275,0.0030920664214540965,0.0,48.63530478810611,48.675639714506126,2.0345721807626553,-0.6228500679887028,-11.722273826599121,-38.64459991455078,1.55045672293802e-06
1.0,0.02219921101340153,0.556919174040771,0.0,0.2555498027533504,160.0,4.0,0.036,0.0011543589726968795,0.004845196814154707,0.0,48.55446252313657,48.59646207892342,3.016452188241768,-0.27958483801665923,-25.688505172729492,-34.42326354980469,1.305149892183227e-06
1.0,0.03333333333333333,0.29546763400000003,0.14815614033333335,0.25551181666666667,160.0,4.7095804,0.036,0.0017333333333333333,0.0025705684158,0.0010222773683000001,48.54724516666667,48.5885713457841,1.080697714778946,-0.19632270939276003,-1.8397295475006104,-44.4775390625,1.1071267582045875e-06
1.0,0.06702725991958204,0.6223054070911007,0.0,0.2554633664500889,160.0,5.0,0.036,0.003485417515818266,0.0054140570416925755,0.0,48.53803962551689,48.5829391000744,3.395911167234703,0.9321116370083321,-28.953310012817383,-37.155582427978516,8.375817946378868e-07
1.0,0.020559506407370174,0.30487221080644666,0.0,0.25513987660184256,140.0,4.200054,0.036,0.001069094333183249,0.002652388234016086,0.0,48.47657655435009,48.51629803691729,1.306363429969366,0.11354473383050993,-25.125154495239258,-2.232062339782715,4.1369008904222455e-08
1.0,0.06956652403210356,0.45293518646076136,0.0,0.25465869823538945,160.0,3.0,0.036,0.003617459249669385,0.003940536122208624,0.0,48.385152664724,48.428710660095874,2.567162415295003,0.6752882337735657,-17.497295379638672,-44.83049392700195,3.520242923656199e-07
1.0,0.05,0.3936395715,0.0,0.25417470750000004,160.0,4.0,0.036,0.0026,0.0034246642720499997,0.0,48.29319442500001,48.33521908927206,2.2431044789488492,0.08353487863683877,-15.308358192443848,-42.850364685058594,1.5476705390238952e-06
1.0,0.0643488055317322,0.5321744027658661,0.0,0.25341638429679114,164.7241,4.0,0.036,0.003346137887650074,0.004629917304063035,0.0,48.14911301639032,48.19308907158203,3.0463765874372846,0.48030708293468355,-27.271591186523438,-38.8782844543457,2.344236188257444e-10
1.0,0.06320645459257783,0.4053746363703997,0.0,0.25314439597576893,160.0,3.9084766,0.036,0.003286735638814047,0.0035267593364224775,0.0,48.0974352353961,48.14024873037133,2.310546348021683,0.4266256875105404,-16.253774642944336,-44.57894515991211,1.470529360056018e-06
1.0,0.08,0.4216934952,0.0,0.252218664,160.0,3.0,0.036,0.00416,0.0036687334082399995,0.0,47.92154616,47.96537489340824,2.4081848130532255,0.8679029957221024,-16.629173278808594,-45.68776321411133,3.58011651257745e-07
1.0,0.028597534034640194,0.44567428820802135,0.0,0.2521072395407236,160.0,3.0,0.036,0.00148707176980129,0.0038773663074097857,0.0,47.90037551273749,47.9417399508147,2.453730531206915,-0.335693234376539,-21.612634658813477,-36.38762283325195,3.542612878486176e-07
1.0,0.04,0.5155110168,0.0,0.2516439952,170.0,4.0,0.036,0.00208,0.0044849458461599994,0.0,47.81235908800001,47.85492403384617,3.039883898287508,-0.3856656765092227,-19.2617244720459,-38.04207992553711,2.7238364498149437e-09
1.0,0.02,0.3630458664,0.0,0.251218095,160.0,4.0,0.036,0.00104,0.0031584990376799997,0.0,47.731438049999994,47.77163654903767,2.0271021140833936,-0.7056244418555029,-11.77978229522705,-38.1457405090332,1.5534820552745033e-06
1.0,0.03364753174156731,0.31009425952247016,0.0,0.25111749432274344,160.0,4.0,0.036,0.0017496716505615,0.00269782005784549,0.0,47.71232392132126,47.75277141302966,1.7855779076434828,-0.47510599409911114,-10.012140274047852,-40.84530258178711,1.5434558596376815e-06
1.0,0.05,0.525,0.06396075000000001,0.250000002,160.0,4.0,0.036,0.0026,0.0045674999999999995,0.0004413291750000001,47.50000038,47.543609209175,2.564137289929004,0.4677074045558064,-25.581533432006836,-36.85538101196289,1.4078810235947097e-06
1.0,0.05,0.49143313800000005,0.0,0.250000002,160.0,4.0,0.036,0.0026,0.0042754683006,0.0,47.50000038,47.5428758483006,2.687804782881997,0.26807925420111534,-24.541147232055664,-37.5667610168457,1.4437106664036512e-06
1.0,0.05,0.42000000000000004,0.0,0.250000002,160.0,4.0,0.036,0.0026,0.003654,0.0,47.50000038,47.54225438,2.337650686237526,0.1316506372911208,-16.082557678222656,-42.67546081542969,1.5342132410362523e-06
1.0,0.05,0.315,0.0,0.250000002,160.0,5.0,0.036,0.0026,0.0027405,0.0,47.50000038,47.54134088,1.820632738498711,-0.07156963204674725,-12.164617538452148,-44.00223922729492,1.2383821887758803e-06
1.0,0.05884375781886432,0.5054265946153678,0.0,0.24951683859470516,160.0,3.0,0.036,0.0030598754065809444,0.0043972113731537,0.0,47.40819933299398,47.45165641977371,2.7669395678481723,0.5121776182095404,-25.741764068603516,-38.342647552490234,3.3661575373932996e-07
1.0,0.045454545454545456,0.20904523318181817,0.2084400509090909,0.2489177509090909,160.0,3.621008,0.036,0.0023636363636363638,0.0018186935286818179,0.0014382363512727271,47.29437267272727,47.335993238970865,0.34996088334556175,0.06035534465796976,29.668270111083984,-49.1928596496582,8.914640379059466e-07
1.0,0.04335003335568317,0.46933760545712544,0.0,0.2484166765958294,160.0,4.0,0.036,0.0022542017344955247,0.0040832371674769915,0.0,47.199168553207585,47.24150599210956,2.557151793203833,0.06340644841655942,-23.298608779907227,-37.11213684082031,1.4792213438798574e-06
1.0,0.03333333333333333,0.5927549783333333,0.0,0.24839743033333336,140.0,3.0,0.036,0.0017333333333333333,0.0051569683115,0.0,47.195511763333336,47.23840206497817,2.681980650930596,0.9734528026918798,-29.916963577270508,-11.076377868652344,1.3973323972616796e-08
1.0,0.03000000120000005,0.7828000009120001,0.0,0.24825126978922482,160.0,4.0,0.036,0.0015600000624000025,0.0068103600079344,0.0,47.16774125995271,47.212111620023045,4.073861580873637,0.33752063376331193,-32.07036209106445,-33.93471145629883,7.162630255641177e-07
1.0,0.030182527021209143,0.598634430630653,0.0,0.2476400249868078,160.0,4.0,0.036,0.0015694914051028754,0.005208119546486681,0.0,47.05160474749348,47.09438235844507,3.1662870543693336,-0.010103373831563485,-27.320146560668945,-34.48082733154297,1.2135855721320902e-06
1.0,0.04,0.29153563920000003,0.0,0.24761904960000003,165.0,4.0,0.036,0.00208,0.00253636006104,0.0,47.047619424000004,47.08823578406104,1.7914523865701355,-0.5868015852380281,-9.840664863586426,-42.198482513427734,3.3123038894403145e-10
1.0,0.034810966011269005,0.25345962338888933,0.1076814564008246,0.24638356530708494,160.0,4.735585,0.036,0.0018101702325859883,0.002205098723483337,0.0007430020491656897,46.81287740834614,46.85363567935138,0.9833378505011321,-0.33134109151098906,-3.315371513366699,-42.427589416503906,1.1035723231212773e-06
1.0,0.03333333333333333,0.3936508133333334,0.01968251999999998,0.24603174800000005,160.0,4.0,0.036,0.0017333333333333333,0.0034247620760000006,0.00013580938799999986,46.74603212000001,46.787326024797345,2.06380106467835,-0.28417254418314053,-14.071863174438477,-39.41065979003906,1.569547548072669e-06
1.0,0.03333333333333333,0.3306666666666667,0.0,0.24603174800000005,160.0,4.0531507,0.036,0.0017333333333333333,0.0028768,0.0,46.74603212000001,46.78664225333334,1.8436284616039615,-0.4463103830760287,-10.848129272460938,-40.538021087646484,1.5770404299883567e-06
1.0,0.03333333333333333,0.27555556933333336,0.03555691733333338,0.24603174800000005,160.0,4.2813873,0.036,0.0017333333333333333,0.0023973334532000003,0.0002453427296000003,46.74603212000001,46.78640812951614,1.4127325649617486,-0.47684053935609505,-7.4807891845703125,-41.2658805847168,1.4740424682201355e-06
1.0,0.025333695436286767,0.2926476263369909,0.03496525296152925,0.24589564987957377,160.0,3.0,0.036,0.0013173521626869118,0.00254603434913182,0.0002412602454345518,46.72017347711902,46.76027812387627,1.4899674934257479,-0.6365163190633055,-8.341683387756348,-39.732547760009766,3.6097460222201305e-07
1.0,0.05,0.600976425,0.0,0.245472486,160.0,3.0,0.036,0.0026,0.0052284948975,0.0,46.63977234,46.6836008348975,3.1894948285190403,0.4775587771960137,-28.34697914123535,-35.97164535522461,2.9041024848936234e-07
1.0,0.02085141585492452,0.326322198952796,0.0,0.24539696946823383,160.0,5.0,0.036,0.0010842736244560751,0.002839003130889325,0.0,46.62542419896443,46.66534747571978,1.797600368258468,-0.76086025504465,-9.982285499572754,-38.45625305175781,1.2385889786558067e-06
1.0,0.07598651391351063,0.40989964484298536,0.018250474374125636,0.24454239246030657,160.0,4.0,0.036,0.003951298723502553,0.0035661269101339723,0.00012592827318146687,46.46305456745825,46.50669792136507,2.1965154691379527,0.7797168817689856,-16.454984664916992,-45.513553619384766,1.5563137387753616e-06
1.0,0.05,0.30605519700000006,0.10131907799999995,0.244493487,160.0,4.0,0.036,0.0026,0.0026626802139000003,0.0006991016381999996,46.45376253,46.4957243118521,1.276839072722358,0.12576325224596377,-6.54574728012085,-45.600711822509766,1.5752929919657364e-06
1.0,0.05525845845367935,0.361792566045929,0.0,0.24444268635718724,160.0,3.0,0.036,0.002873439839591326,0.0031475953245995824,0.0,46.44411040786558,46.48613144302977,2.015772355303417,0.1480035577700117,-14.351024627685547,-43.937259674072266,3.649620851816645e-07
1.0,0.025,0.515310345,0.0,0.244047621,160.0,4.0,0.036,0.0013,0.0044832000014999995,0.0,46.36904799,46.410831190001495,2.720846190536625,-0.29712208078760044,-23.790952682495117,-34.97230911254883,1.401986770834983e-06
1.0,0.05562176708907876,0.25905720323281833,0.1260668694869409,0.2436932090048087,160.0,3.0,0.036,0.0028923318886320956,0.0022537976681255194,0.0008698613994598922,46.301709710913656,46.34372570186987,0.9384009802444176,0.22733092692937135,3.4135806560516357,-46.89033508300781,3.51318528119351e-07
1.0,0.07125340003411612,0.3213760200102348,0.23848960931337515,0.24346668474753566,160.0,2.8659043,0.036,0.003705176801774038,0.0027959713740890427,0.0016455783042622885,46.25867010203178,46.3028168285119,0.7573473273713852,0.9647183975970012,25.99361228942871,-48.034244537353516,2.697070612920597e-07
1.0,0.02,0.37116131280000003,0.0,0.2428571448,160.0,3.0,0.036,0.00104,0.00322910342136,0.0,46.142857512,46.18312661542136,1.9997742704778152,-0.691906979931244,-12.134273529052734,-38.0693359375,3.6400696711954483e-07
1.0,0.02,0.3229553988,0.03427267319999999,0.2428571448,160.0,4.774778,0.036,0.00104,0.00280971196956,0.00023648144507999993,46.142857512,46.18294370541464,1.604918632415483,-0.7161195273955308,-9.042652130126953,-38.90279006958008,1.1146278042354344e-06
1.0,0.06666666666666667,0.36570434133333335,0.060962325333333345,0.24242424533333334,160.0,4.0,0.036,0.0034666666666666665,0.0031816277696,0.0004206400448000001,46.060606613333334,46.103675547814404,1.7569400537767932,0.5581566491213201,-14.795120239257812,-46.26108169555664,1.597320546080393e-06
1.0,0.06392198041034204,0.35464066722959386,0.0,0.241800452994865,160.0,3.0,0.036,0.003323942981337786,0.0030853738048974666,0.0,45.94208606902435,45.98449538581058,1.970752527223852,0.34350017603430916,-14.449633598327637,-45.04832077026367,3.648471620553019e-07
1.0,0.06331792111815396,0.40888949620238424,0.0,0.24166316679044753,160.0,3.9355397,0.036,0.003292531898144006,0.0035573386169607426,0.0,45.91600169018503,45.95885156070013,2.2325219461191654,0.4298437956477369,-16.370119094848633,-44.554771423339844,1.5039491336840303e-06
1.0,0.06255551802224474,0.6195952485580953,0.0,0.24148989335747978,160.0,3.0,0.036,0.0032528869371567263,0.005390478662455429,0.0,45.88307973792116,45.92772310352077,3.2650499891635376,0.816153518933446,-29.004074096679688,-36.73655319213867,2.79757539094195e-07
1.0,0.06669999887944002,0.26111002582570597,0.03578179010841154,0.23984954281203996,160.0,4.775179,0.036,0.003468399941730881,0.0022716572246836418,0.0002468943517480396,45.571413134287596,45.61340008580576,1.334561393718074,0.3023972194888325,-11.015914916992188,-45.989845275878906,1.098480817759463e-06
1.0,0.054999450005499946,0.29539984600154,0.15009907615003848,0.2393136592905071,160.0,4.0,0.036,0.0028599714002859973,0.002569978660213398,0.0010356836254352656,45.46959526519635,45.51206089888228,0.9687033886312634,0.32751291078352646,3.125234603881836,-47.220436096191406,1.533876346972347e-06
1.0,0.05,0.41604538500000005,0.0,0.23863636650000003,160.0,4.0,0.036,0.0026,0.0036195948495,0.0,45.340909635,45.3831292298495,2.223897399570375,0.11802917207014633,-15.96073055267334,-42.64253616333008,1.547114235292945e-06
1.0,0.05,0.4117647135,0.0,0.23863636650000003,160.0,4.0,0.036,0.0026,0.0035823530074499997,0.0,45.340909635,45.38309198800745,2.2029142157976804,0.10985360945954067,-15.861261367797852,-42.65946578979492,1.5503810920915357e-06
1.0,0.05,0.378,0.0,0.23863636650000003,160.0,4.0,0.036,0.0026,0.0032885999999999996,0.0,45.340909635,45.382798235,2.0374048585851794,0.04536710792621557,-14.792238235473633,-42.98089599609375,1.5676941647680652e-06
1.0,0.043861286226078,0.2087047507358354,0.03801666602561482,0.23724120426191217,160.0,5.4949265,0.036,0.002280786883756056,0.0018157313314017677,0.00026231499557674223,45.075828809763316,45.11618764297405,1.0126936428588609,-0.3513743048100757,-5.749863624572754,-40.60464096069336,3.902282339559049e-06
1.0,0.04,0.5546666944,0.0,0.2363636392,160.0,5.0,0.036,0.00208,0.0048256002412800005,0.0,44.909091448,44.95199704824128,2.868371470173538,0.1358322485195399,-26.173866271972656,-35.423805236816406,9.924086623813597e-07
1.0,0.04,0.2127460192,0.17010398079999997,0.2363636392,140.0,3.7522304,0.036,0.00208,0.00185089036704,0.0011737174675199998,44.909091448,44.95019605583456,-0.03971560717456444,0.7616853771261414,-29.942218780517578,27.20099449157715,3.8714467886282335e-08
1.0,0.03000000120000005,0.8068069628399693,0.0,0.2362385342752294,160.0,5.0,0.036,0.0015600000624000025,0.007019220576707732,0.0,44.88532151229359,44.929900732932694,4.089456852409908,0.3742727157903244,-32.381935119628906,-33.72218322753906,4.5544798915664316e-07
1.0,0.03333333333333333,0.5916198513333334,0.0,0.2348484876666667,140.0,3.7641096,0.036,0.0017333333333333333,0.0051470927066000005,0.0,44.62121265666667,44.66409308270661,2.562124306315896,0.9619990527937183,-30.027719497680664,-11.164942741394043,3.323678313976696e-08
1.0,0.03333333333333333,0.2577128786666667,0.11188546866666665,0.2348484876666667,160.0,4.0,0.036,0.0017333333333333333,0.0022421020444000003,0.0007720097337999999,44.62121265666667,44.661960101778206,0.8891177450800704,-0.3544109271868599,-3.1056430339813232,-42.3322868347168,1.529352293788915e-06
1.0,0.028572982941700603,0.3856141095937287,0.02123212237150729,0.23376658983740373,160.0,4.0,0.036,0.0014857951129684313,0.0033548427534654396,0.00014650164436340028,44.415652069106706,44.4566392086175,1.9089863009112142,-0.4184888008336032,-13.644414901733398,-38.704010009765625,1.5830041934522038e-06
1.0,0.02586774648987614,0.30773496449626964,0.11783697577327229,0.23315176336370208,140.0,4.0,0.036,0.0013451228174735591,0.0026772941911175456,0.0008130751328355788,44.298835039103395,44.33967053124482,0.6146297347888124,0.4864953015367868,-31.80964469909668,26.911476135253906,4.8389583677354495e-08
1.0,0.07663797775061558,0.21191294130626906,0.23359141304519013,0.23300144773252213,140.0,4.484507,0.036,0.00398517484303201,0.0018436425893645406,0.001611780750011812,44.270275069179206,44.31371566736161,-0.3088337544001506,1.781336886224274,-49.99971389770508,13.18735408782959,2.9113215153023437e-08
1.0,0.06387019736433883,0.3107702617691792,0.1051763567292372,0.18186063121295348,160.0,4.5557857,0.036,0.003321250262945619,0.002703701277391859,0.0007257168614317367,34.553519930461164,34.59627059886293,0.7803290787144939,0.44511681412957027,10.910539627075195,-41.24692153930664,1.261621707894989e-06
1.0,0.06669999887944002,0.26667499971986003,0.12395190524578953,0.18181629472400343,160.0,4.0,0.036,0.003468399941730881,0.002320072497562782,0.0008552681461959478,34.54509599756065,34.58773973814614,0.4844150764933903,0.47092754528836533,13.20106029510498,-41.38664245605469,1.5521827503349861e-06
1.0,0.08961296964925215,0.31601456567733655,0.17439215263556407,0.18160216524025194,165.0,2.8920147,0.036,0.004659874421761112,0.0027493267213928277,0.0012033058531853921,34.50441139564787,34.54902390264421,0.6485816468945923,1.0030114117529914,18.14836883544922,-45.584835052490234,1.23753762892724e-10
1.0,0.03120359245711815,0.30135213191595794,0.2120327828295368,0.18113240626030186,160.0,3.0,0.036,0.0016225868077701438,0.002621763547668834,0.001463026201523804,34.415157189457354,34.45686456601432,0.2050654901571003,-0.13664078202035157,34.527400970458984,-24.6528377532959,3.4205342045232416e-07
1.0,0.08960115033540847,0.3268803451006225,0.2888163928509894,0.1806489953423521,160.0,5.0,0.036,0.00465925981744124,0.0028438590023754156,0.001992833110671827,34.3233091150469,34.36880506697739,0.05630275468642539,1.4885321527264634,32.095062255859375,-44.07756805419922,1.1031298897054893e-06
1.0,0.13333333333333333,0.27645665199999997,0.1973189886666667,0.17993130933333332,140.0,4.7640176,0.036,0.006933333333333333,0.0024051728723999996,0.0013615010218000002,34.18694877333333,34.23364878056086,-0.1919753257384455,3.176643155458336,-62.972713470458984,-0.6784192323684692,2.266594904445699e-08
1.0,0.05,0.226437855,0.09793358400000005,0.179921448,168.07178,4.0,0.036,0.0026,0.0019700093384999997,0.0006757417296000003,34.18507512,34.2263208710681,0.5546533171013975,-0.43728467693192385,11.790194511413574,-38.74832534790039,2.1896717240486066e-11
1.0,0.025,0.30693252925,0.03593038074999999,0.17893925199999997,140.0,4.4931197,0.036,0.0013,0.0026703130044749995,0.0002479196271749999,33.99845788,34.03867611263165,0.5272178249106843,0.26005445577571473,-22.365516662597656,14.184953689575195,3.157729693648424e-08
1.0,0.06660249738052378,0.3165877800097399,0.11005321894246961,0.1777670864520956,170.0,4.0,0.036,0.003463329863787236,0.002754313686084737,0.0007593672107030404,33.77574642589816,33.818723436658736,0.9921747005092748,0.07471558209820714,11.37589168548584,-39.25633239746094,3.0696717462522224e-09
1.0,0.0600000024000001,0.25454352457632495,0.12942494029303764,0.17770161220234326,160.0,4.0,0.036,0.003120000124800005,0.002214528663814027,0.0008930320880219597,33.76330631844522,33.80553387932185,0.3568522273663897,0.2943132811811185,14.057148933410645,-41.24650955200195,1.5343636862696733e-06
1.0,0.05,0.33749289,0.0,0.176919876,160.0,3.0,0.036,0.0026,0.0029361881429999996,0.0,33.61477644,33.656312628143,1.3286501124904815,-0.06227257625610792,2.4433350563049316,-28.664039611816406,3.682154010550126e-07
1.0,0.03333333333333333,0.31,0.29231526466666674,0.1769053336666667,160.0,4.0,0.036,0.0017333333333333333,0.0026969999999999997,0.0020169753262000004,33.61201339666667,33.6544607053262,-0.14877942865571706,0.09680038322182351,41.189842224121094,-27.95018768310547,1.2921670371170731e-06
1.0,0.03333333333333333,0.2039146416666667,0.41558217666666664,0.17651633533333336,160.0,4.0,0.036,0.0017333333333333333,0.0017740573825,0.002867517019,33.538103713333335,33.58047862106817,-1.2274641689992292,0.155159432829723,44.89048385620117,-32.93924331665039,8.71221508957131e-07
1.0,0.03000000120000005,0.29419993034275727,0.0,0.17618143840525996,160.0,5.4996605,0.036,0.0015600000624000025,0.002559539393981988,0.0,33.47447329699939,33.514592836455776,1.076836548182292,-0.6381579180284118,7.789190292358398,-9.112722396850586,4.161619997736463e-06
1.0,0.051270146091205074,0.3153810438273615,0.1717976947200035,0.17554490510493972,160.0,4.0,0.036,0.002666047596742664,0.002743815081298045,0.0011854040935680241,33.35353196993855,33.39612723671016,0.43415490742652896,0.2869536465309484,22.027467727661133,-43.916725158691406,1.5429953034495152e-06
